,estado,estado_ab,condado,partido,candidato,votos,fraccion_votos
17807,South Carolina,SC,Laurens,Democrat,Hillary Clinton,2952,0.784
17809,South Carolina,SC,Lee,Democrat,Hillary Clinton,2207,0.876
17811,South Carolina,SC,Lexington,Democrat,Hillary Clinton,8810,0.609
17813,South Carolina,SC,Marion,Democrat,Hillary Clinton,3359,0.854
17815,South Carolina,SC,Marlboro,Democrat,Hillary Clinton,2132,0.89
17817,South Carolina,SC,McCormick,Democrat,Hillary Clinton,973,0.851
17819,South Carolina,SC,Newberry,Democrat,Hillary Clinton,2118,0.81
17821,South Carolina,SC,Oconee,Democrat,Hillary Clinton,1960,0.596
17823,South Carolina,SC,Orangeburg,Democrat,Hillary Clinton,11819,0.887
17825,South Carolina,SC,Pickens,Democrat,Hillary Clinton,2499,0.555
17827,South Carolina,SC,Richland,Democrat,Hillary Clinton,39243,0.758
17829,South Carolina,SC,Saluda,Democrat,Hillary Clinton,1023,0.837
17831,South Carolina,SC,Spartanburg,Democrat,Hillary Clinton,10662,0.703
17833,South Carolina,SC,Sumter,Democrat,Hillary Clinton,9816,0.866
17835,South Carolina,SC,Union,Democrat,Hillary Clinton,1690,0.834
17837,South Carolina,SC,Williamsburg,Democrat,Hillary Clinton,4609,0.885
17839,South Carolina,SC,York,Democrat,Hillary Clinton,8895,0.635
18117,South Dakota,SD,Aurora,Democrat,Hillary Clinton,150,0.532
18119,South Dakota,SD,Beadle,Democrat,Hillary Clinton,501,0.573
18121,South Dakota,SD,Bennett,Democrat,Hillary Clinton,74,0.438
18123,South Dakota,SD,Bon Homme,Democrat,Hillary Clinton,225,0.533
18125,South Dakota,SD,Brookings,Democrat,Hillary Clinton,955,0.515
18127,South Dakota,SD,Brown,Democrat,Hillary Clinton,1369,0.546
18129,South Dakota,SD,Brule,Democrat,Hillary Clinton,182,0.454
18131,South Dakota,SD,Buffalo,Democrat,Hillary Clinton,110,0.608
18133,South Dakota,SD,Butte,Democrat,Hillary Clinton,167,0.37
18135,South Dakota,SD,Campbell,Democrat,Hillary Clinton,20,0.435
18137,South Dakota,SD,Charles Mix,Democrat,Hillary Clinton,293,0.514
18139,South Dakota,SD,Clark,Democrat,Hillary Clinton,112,0.566
18141,South Dakota,SD,Clay,Democrat,Hillary Clinton,623,0.506
18143,South Dakota,SD,Codington,Democrat,Hillary Clinton,828,0.562
18145,South Dakota,SD,Corson,Democrat,Hillary Clinton,115,0.437
18147,South Dakota,SD,Custer,Democrat,Hillary Clinton,245,0.47
18149,South Dakota,SD,Davison,Democrat,Hillary Clinton,542,0.552
18151,South Dakota,SD,Day,Democrat,Hillary Clinton,343,0.628
18153,South Dakota,SD,Deuel,Democrat,Hillary Clinton,162,0.593
18155,South Dakota,SD,Dewey,Democrat,Hillary Clinton,181,0.346
18157,South Dakota,SD,Douglas,Democrat,Hillary Clinton,48,0.565
18159,South Dakota,SD,Edmunds,Democrat,Hillary Clinton,170,0.523
18161,South Dakota,SD,Fall River,Democrat,Hillary Clinton,207,0.405
18163,South Dakota,SD,Faulk,Democrat,Hillary Clinton,86,0.524
18165,South Dakota,SD,Grant,Democrat,Hillary Clinton,528,0.558
18167,South Dakota,SD,Gregory,Democrat,Hillary Clinton,179,0.522
18169,South Dakota,SD,Haakon,Democrat,Hillary Clinton,23,0.303
18171,South Dakota,SD,Hamlin,Democrat,Hillary Clinton,181,0.592
18173,South Dakota,SD,Hand,Democrat,Hillary Clinton,105,0.517
18175,South Dakota,SD,Hanson,Democrat,Hillary Clinton,97,0.539
18177,South Dakota,SD,Harding,Democrat,Hillary Clinton,14,0.259
18179,South Dakota,SD,Hughes,Democrat,Hillary Clinton,528,0.519
18181,South Dakota,SD,Hutchinson,Democrat,Hillary Clinton,151,0.547
18183,South Dakota,SD,Hyde,Democrat,Hillary Clinton,40,0.606
18185,South Dakota,SD,Jackson,Democrat,Hillary Clinton,59,0.461
18187,South Dakota,SD,Jerauld,Democrat,Hillary Clinton,96,0.596
18189,South Dakota,SD,Jones,Democrat,Hillary Clinton,20,0.392
18191,South Dakota,SD,Kingsbury,Democrat,Hillary Clinton,201,0.551
18193,South Dakota,SD,Lake,Democrat,Hillary Clinton,484,0.515
18195,South Dakota,SD,Lawrence,Democrat,Hillary Clinton,705,0.428
18197,South Dakota,SD,Lincoln,Democrat,Hillary Clinton,1436,0.555
18199,South Dakota,SD,Lyman,Democrat,Hillary Clinton,115,0.5
18201,South Dakota,SD,Marshall,Democrat,Hillary Clinton,287,0.629
18203,South Dakota,SD,McCook,Democrat,Hillary Clinton,214,0.618
18205,South Dakota,SD,McPherson,Democrat,Hillary Clinton,47,0.505
18207,South Dakota,SD,Meade,Democrat,Hillary Clinton,530,0.432
18209,South Dakota,SD,Mellette,Democrat,Hillary Clinton,50,0.397
18211,South Dakota,SD,Miner,Democrat,Hillary Clinton,109,0.565
18213,South Dakota,SD,Minnehaha,Democrat,Hillary Clinton,6018,0.532
18215,South Dakota,SD,Moody,Democrat,Hillary Clinton,262,0.559
18217,South Dakota,SD,Oglala Lakota,Democrat,Hillary Clinton,425,0.425
18219,South Dakota,SD,Pennington,Democrat,Hillary Clinton,3384,0.459
18221,South Dakota,SD,Perkins,Democrat,Hillary Clinton,43,0.316
18223,South Dakota,SD,Potter,Democrat,Hillary Clinton,59,0.522
18225,South Dakota,SD,Roberts,Democrat,Hillary Clinton,392,0.497
18227,South Dakota,SD,Sanborn,Democrat,Hillary Clinton,66,0.595
18229,South Dakota,SD,Spink,Democrat,Hillary Clinton,283,0.585
18231,South Dakota,SD,Stanley,Democrat,Hillary Clinton,95,0.482
18233,South Dakota,SD,Sully,Democrat,Hillary Clinton,37,0.42
18235,South Dakota,SD,Todd,Democrat,Hillary Clinton,408,0.438
18237,South Dakota,SD,Tripp,Democrat,Hillary Clinton,136,0.481
18239,South Dakota,SD,Turner,Democrat,Hillary Clinton,232,0.566
18241,South Dakota,SD,Union,Democrat,Hillary Clinton,380,0.554
18243,South Dakota,SD,Walworth,Democrat,Hillary Clinton,121,0.511
18245,South Dakota,SD,Yankton,Democrat,Hillary Clinton,706,0.549
18247,South Dakota,SD,Ziebach,Democrat,Hillary Clinton,92,0.411
18447,Tennessee,TN,Anderson,Democrat,Hillary Clinton,2328,0.547
18449,Tennessee,TN,Bedford,Democrat,Hillary Clinton,1208,0.678
18451,Tennessee,TN,Benton,Democrat,Hillary Clinton,560,0.635
18453,Tennessee,TN,Bledsoe,Democrat,Hillary Clinton,398,0.607
18455,Tennessee,TN,Blount,Democrat,Hillary Clinton,2736,0.531
18457,Tennessee,TN,Bradley,Democrat,Hillary Clinton,1644,0.552
18459,Tennessee,TN,Campbell,Democrat,Hillary Clinton,656,0.667
18461,Tennessee,TN,Cannon,Democrat,Hillary Clinton,439,0.645
18463,Tennessee,TN,Carroll,Democrat,Hillary Clinton,721,0.676
18465,Tennessee,TN,Carter,Democrat,Hillary Clinton,774,0.476
18467,Tennessee,TN,Cheatham,Democrat,Hillary Clinton,1065,0.562
18469,Tennessee,TN,Chester,Democrat,Hillary Clinton,342,0.69
18471,Tennessee,TN,Claiborne,Democrat,Hillary Clinton,544,0.617
18473,Tennessee,TN,Clay,Democrat,Hillary Clinton,270,0.709
18475,Tennessee,TN,Cocke,Democrat,Hillary Clinton,463,0.556
18477,Tennessee,TN,Coffee,Democrat,Hillary Clinton,1503,0.625
18479,Tennessee,TN,Crockett,Democrat,Hillary Clinton,424,0.785
18481,Tennessee,TN,Cumberland,Democrat,Hillary Clinton,1312,0.578
18483,Tennessee,TN,Davidson,Democrat,Hillary Clinton,43691,0.653
18485,Tennessee,TN,DeKalb,Democrat,Hillary Clinton,641,0.691
18487,Tennessee,TN,Decatur,Democrat,Hillary Clinton,330,0.675
18489,Tennessee,TN,Dickson,Democrat,Hillary Clinton,1497,0.671
18491,Tennessee,TN,Dyer,Democrat,Hillary Clinton,822,0.715
18493,Tennessee,TN,Fayette,Democrat,Hillary Clinton,2003,0.841
18495,Tennessee,TN,Fentress,Democrat,Hillary Clinton,352,0.632
18497,Tennessee,TN,Franklin,Democrat,Hillary Clinton,1590,0.648
18499,Tennessee,TN,Gibson,Democrat,Hillary Clinton,1549,0.768
18501,Tennessee,TN,Giles,Democrat,Hillary Clinton,915,0.732
18503,Tennessee,TN,Grainger,Democrat,Hillary Clinton,283,0.611
18505,Tennessee,TN,Greene,Democrat,Hillary Clinton,1079,0.534
18507,Tennessee,TN,Grundy,Democrat,Hillary Clinton,445,0.648
18509,Tennessee,TN,Hamblen,Democrat,Hillary Clinton,951,0.565
18511,Tennessee,TN,Hamilton,Democrat,Hillary Clinton,15598,0.644
18513,Tennessee,TN,Hancock,Democrat,Hillary Clinton,80,0.537
18515,Tennessee,TN,Hardeman,Democrat,Hillary Clinton,1721,0.877
18517,Tennessee,TN,Hardin,Democrat,Hillary Clinton,591,0.707
18519,Tennessee,TN,Hawkins,Democrat,Hillary Clinton,906,0.587
18521,Tennessee,TN,Haywood,Democrat,Hillary Clinton,1197,0.886
18523,Tennessee,TN,Henderson,Democrat,Hillary Clinton,443,0.689
18525,Tennessee,TN,Henry,Democrat,Hillary Clinton,957,0.662
18527,Tennessee,TN,Hickman,Democrat,Hillary Clinton,543,0.609
18529,Tennessee,TN,Houston,Democrat,Hillary Clinton,320,0.671
18531,Tennessee,TN,Humphreys,Democrat,Hillary Clinton,737,0.677
18533,Tennessee,TN,Jackson,Democrat,Hillary Clinton,407,0.653
18535,Tennessee,TN,Jefferson,Democrat,Hillary Clinton,735,0.542
18537,Tennessee,TN,Johnson,Democrat,Hillary Clinton,245,0.516
18539,Tennessee,TN,Knox,Democrat,Hillary Clinton,13137,0.51
18541,Tennessee,TN,Lake,Democrat,Hillary Clinton,186,0.778
18543,Tennessee,TN,Lauderdale,Democrat,Hillary Clinton,1035,0.829
18545,Tennessee,TN,Lawrence,Democrat,Hillary Clinton,1332,0.536
18547,Tennessee,TN,Lewis,Democrat,Hillary Clinton,232,0.492
18549,Tennessee,TN,Lincoln,Democrat,Hillary Clinton,728,0.673
18551,Tennessee,TN,Loudon,Democrat,Hillary Clinton,1026,0.605
18553,Tennessee,TN,Macon,Democrat,Hillary Clinton,343,0.652
18555,Tennessee,TN,Madison,Democrat,Hillary Clinton,4351,0.807
18557,Tennessee,TN,Marion,Democrat,Hillary Clinton,1046,0.62
18559,Tennessee,TN,Marshall,Democrat,Hillary Clinton,838,0.674
18561,Tennessee,TN,Maury,Democrat,Hillary Clinton,2366,0.636
18563,Tennessee,TN,McMinn,Democrat,Hillary Clinton,1027,0.608
18565,Tennessee,TN,McNairy,Democrat,Hillary Clinton,719,0.745
18567,Tennessee,TN,Meigs,Democrat,Hillary Clinton,354,0.663
18569,Tennessee,TN,Monroe,Democrat,Hillary Clinton,1232,0.636
18571,Tennessee,TN,Montgomery,Democrat,Hillary Clinton,5555,0.652
18573,Tennessee,TN,Moore,Democrat,Hillary Clinton,209,0.651
18575,Tennessee,TN,Morgan,Democrat,Hillary Clinton,356,0.587
18577,Tennessee,TN,Obion,Democrat,Hillary Clinton,760,0.653
18579,Tennessee,TN,Overton,Democrat,Hillary Clinton,885,0.591
18581,Tennessee,TN,Perry,Democrat,Hillary Clinton,215,0.65
18583,Tennessee,TN,Pickett,Democrat,Hillary Clinton,214,0.756
18585,Tennessee,TN,Polk,Democrat,Hillary Clinton,757,0.479
18587,Tennessee,TN,Putnam,Democrat,Hillary Clinton,1916,0.519
18589,Tennessee,TN,Rhea,Democrat,Hillary Clinton,503,0.576
18591,Tennessee,TN,Roane,Democrat,Hillary Clinton,1454,0.601
18593,Tennessee,TN,Robertson,Democrat,Hillary Clinton,1918,0.685
18595,Tennessee,TN,Rutherford,Democrat,Hillary Clinton,8243,0.572
18597,Tennessee,TN,Scott,Democrat,Hillary Clinton,273,0.583
18599,Tennessee,TN,Sequatchie,Democrat,Hillary Clinton,273,0.561
18601,Tennessee,TN,Sevier,Democrat,Hillary Clinton,1259,0.494
18603,Tennessee,TN,Shelby,Democrat,Hillary Clinton,66465,0.801
18605,Tennessee,TN,Smith,Democrat,Hillary Clinton,654,0.706
18607,Tennessee,TN,Stewart,Democrat,Hillary Clinton,527,0.66
18609,Tennessee,TN,Sullivan,Democrat,Hillary Clinton,2653,0.541
18611,Tennessee,TN,Sumner,Democrat,Hillary Clinton,4225,0.643
18613,Tennessee,TN,Tipton,Democrat,Hillary Clinton,1454,0.711
18615,Tennessee,TN,Trousdale,Democrat,Hillary Clinton,321,0.725
18617,Tennessee,TN,Unicoi,Democrat,Hillary Clinton,244,0.46
18619,Tennessee,TN,Union,Democrat,Hillary Clinton,316,0.601
18621,Tennessee,TN,Van Buren,Democrat,Hillary Clinton,242,0.676
18623,Tennessee,TN,Warren,Democrat,Hillary Clinton,1318,0.643
18625,Tennessee,TN,Washington,Democrat,Hillary Clinton,2444,0.458
18627,Tennessee,TN,Wayne,Democrat,Hillary Clinton,208,0.63
18629,Tennessee,TN,Weakley,Democrat,Hillary Clinton,860,0.632
18631,Tennessee,TN,White,Democrat,Hillary Clinton,688,0.606
18633,Tennessee,TN,Williamson,Democrat,Hillary Clinton,6055,0.603
18635,Tennessee,TN,Wilson,Democrat,Hillary Clinton,3873,0.641
19112,Texas,TX,Anderson,Democrat,Hillary Clinton,994,0.756
19114,Texas,TX,Andrews,Democrat,Hillary Clinton,76,0.661
19116,Texas,TX,Angelina,Democrat,Hillary Clinton,1950,0.737
19118,Texas,TX,Aransas,Democrat,Hillary Clinton,488,0.63
19120,Texas,TX,Archer,Democrat,Hillary Clinton,99,0.589
19122,Texas,TX,Armstrong,Democrat,Hillary Clinton,1,0.2
19124,Texas,TX,Atascosa,Democrat,Hillary Clinton,1355,0.717
19126,Texas,TX,Austin,Democrat,Hillary Clinton,492,0.734
19128,Texas,TX,Bailey,Democrat,Hillary Clinton,84,0.712
19130,Texas,TX,Bandera,Democrat,Hillary Clinton,378,0.555
19132,Texas,TX,Bastrop,Democrat,Hillary Clinton,2894,0.591
19134,Texas,TX,Baylor,Democrat,Hillary Clinton,46,0.613
19136,Texas,TX,Bee,Democrat,Hillary Clinton,1132,0.751
19138,Texas,TX,Bell,Democrat,Hillary Clinton,7416,0.699
19140,Texas,TX,Bexar,Democrat,Hillary Clinton,76502,0.668
19142,Texas,TX,Blanco,Democrat,Hillary Clinton,229,0.547
19144,Texas,TX,Borden,Democrat,Hillary Clinton,4,0.8
19146,Texas,TX,Bosque,Democrat,Hillary Clinton,353,0.626
19148,Texas,TX,Bowie,Democrat,Hillary Clinton,2436,0.761
19150,Texas,TX,Brazoria,Democrat,Hillary Clinton,8996,0.696
19152,Texas,TX,Brazos,Democrat,Hillary Clinton,3559,0.491
19154,Texas,TX,Brewster,Democrat,Hillary Clinton,699,0.436
19156,Texas,TX,Briscoe,Democrat,Hillary Clinton,16,0.571
19158,Texas,TX,Brooks,Democrat,Hillary Clinton,1603,0.744
19160,Texas,TX,Brown,Democrat,Hillary Clinton,319,0.585
19162,Texas,TX,Burleson,Democrat,Hillary Clinton,469,0.74
19164,Texas,TX,Burnet,Democrat,Hillary Clinton,871,0.594
19166,Texas,TX,Caldwell,Democrat,Hillary Clinton,1657,0.652
19168,Texas,TX,Calhoun,Democrat,Hillary Clinton,1024,0.675
19170,Texas,TX,Callahan,Democrat,Hillary Clinton,86,0.441
19172,Texas,TX,Cameron,Democrat,Hillary Clinton,20326,0.682
19174,Texas,TX,Camp,Democrat,Hillary Clinton,484,0.766
19176,Texas,TX,Carson,Democrat,Hillary Clinton,50,0.625
19178,Texas,TX,Cass,Democrat,Hillary Clinton,777,0.731
19180,Texas,TX,Castro,Democrat,Hillary Clinton,127,0.738
19182,Texas,TX,Chambers,Democrat,Hillary Clinton,687,0.68
19184,Texas,TX,Cherokee,Democrat,Hillary Clinton,989,0.742
19186,Texas,TX,Childress,Democrat,Hillary Clinton,54,0.587
19188,Texas,TX,Clay,Democrat,Hillary Clinton,120,0.628
19190,Texas,TX,Cochran,Democrat,Hillary Clinton,4,0.5
19192,Texas,TX,Coke,Democrat,Hillary Clinton,25,0.481
19194,Texas,TX,Coleman,Democrat,Hillary Clinton,75,0.6
19196,Texas,TX,Collin,Democrat,Hillary Clinton,23591,0.592
19198,Texas,TX,Collingsworth,Democrat,Hillary Clinton,36,0.59
19200,Texas,TX,Colorado,Democrat,Hillary Clinton,474,0.748
19202,Texas,TX,Comal,Democrat,Hillary Clinton,3109,0.6
19204,Texas,TX,Comanche,Democrat,Hillary Clinton,217,0.633
19206,Texas,TX,Concho,Democrat,Hillary Clinton,27,0.692
19208,Texas,TX,Cooke,Democrat,Hillary Clinton,449,0.564
19210,Texas,TX,Coryell,Democrat,Hillary Clinton,1010,0.627
19212,Texas,TX,Cottle,Democrat,Hillary Clinton,26,0.565
19214,Texas,TX,Crane,Democrat,Hillary Clinton,62,0.66
19216,Texas,TX,Crockett,Democrat,Hillary Clinton,266,0.377
19218,Texas,TX,Crosby,Democrat,Hillary Clinton,131,0.582
19220,Texas,TX,Culberson,Democrat,Hillary Clinton,355,0.62
19222,Texas,TX,Dallam,Democrat,Hillary Clinton,24,0.615
19224,Texas,TX,Dallas,Democrat,Hillary Clinton,113574,0.715
19226,Texas,TX,Dawson,Democrat,Hillary Clinton,92,0.702
19228,Texas,TX,De Witt,Democrat,Hillary Clinton,293,0.703
19230,Texas,TX,Deaf Smith,Democrat,Hillary Clinton,200,0.678
19232,Texas,TX,Delta,Democrat,Hillary Clinton,110,0.679
19234,Texas,TX,Denton,Democrat,Hillary Clinton,16470,0.508
19236,Texas,TX,Dickens,Democrat,Hillary Clinton,13,0.52
19238,Texas,TX,Dimmit,Democrat,Hillary Clinton,1804,0.689
19240,Texas,TX,Donley,Democrat,Hillary Clinton,33,0.478
19242,Texas,TX,Duval,Democrat,Hillary Clinton,2272,0.762
19244,Texas,TX,Eastland,Democrat,Hillary Clinton,171,0.557
19246,Texas,TX,Ector,Democrat,Hillary Clinton,1852,0.649
19248,Texas,TX,Edwards,Democrat,Hillary Clinton,42,0.575
19250,Texas,TX,El Paso,Democrat,Hillary Clinton,36067,0.66
19252,Texas,TX,Ellis,Democrat,Hillary Clinton,3719,0.695
19254,Texas,TX,Erath,Democrat,Hillary Clinton,427,0.525
19256,Texas,TX,Falls,Democrat,Hillary Clinton,551,0.814
19258,Texas,TX,Fannin,Democrat,Hillary Clinton,505,0.63
19260,Texas,TX,Fayette,Democrat,Hillary Clinton,584,0.639
19262,Texas,TX,Fisher,Democrat,Hillary Clinton,226,0.533
19264,Texas,TX,Floyd,Democrat,Hillary Clinton,60,0.659
19266,Texas,TX,Foard,Democrat,Hillary Clinton,80,0.343
19268,Texas,TX,Fort Bend,Democrat,Hillary Clinton,29248,0.746
19270,Texas,TX,Franklin,Democrat,Hillary Clinton,163,0.676
19272,Texas,TX,Freestone,Democrat,Hillary Clinton,380,0.768
19274,Texas,TX,Frio,Democrat,Hillary Clinton,1864,0.677
19276,Texas,TX,Gaines,Democrat,Hillary Clinton,91,0.558
19278,Texas,TX,Galveston,Democrat,Hillary Clinton,9435,0.682
19280,Texas,TX,Garza,Democrat,Hillary Clinton,35,0.565
19282,Texas,TX,Gillespie,Democrat,Hillary Clinton,813,0.719
19284,Texas,TX,Glasscock,Democrat,Hillary Clinton,4,0.5
19286,Texas,TX,Goliad,Democrat,Hillary Clinton,389,0.664
19288,Texas,TX,Gonzales,Democrat,Hillary Clinton,368,0.723
19290,Texas,TX,Gray,Democrat,Hillary Clinton,111,0.539
19292,Texas,TX,Grayson,Democrat,Hillary Clinton,1940,0.528
19294,Texas,TX,Gregg,Democrat,Hillary Clinton,3411,0.781
19296,Texas,TX,Grimes,Democrat,Hillary Clinton,583,0.731
19298,Texas,TX,Guadalupe,Democrat,Hillary Clinton,3787,0.64
19300,Texas,TX,Hale,Democrat,Hillary Clinton,312,0.603
19302,Texas,TX,Hall,Democrat,Hillary Clinton,63,0.643
19304,Texas,TX,Hamilton,Democrat,Hillary Clinton,118,0.565
19306,Texas,TX,Hansford,Democrat,Hillary Clinton,21,0.583
19308,Texas,TX,Hardeman,Democrat,Hillary Clinton,71,0.394
19310,Texas,TX,Hardin,Democrat,Hillary Clinton,625,0.595
19312,Texas,TX,Harris,Democrat,Hillary Clinton,156729,0.705
19314,Texas,TX,Harrison,Democrat,Hillary Clinton,2043,0.788
19316,Texas,TX,Hartley,Democrat,Hillary Clinton,29,0.558
19318,Texas,TX,Haskell,Democrat,Hillary Clinton,159,0.587
19320,Texas,TX,Hays,Democrat,Hillary Clinton,6625,0.469
19322,Texas,TX,Hemphill,Democrat,Hillary Clinton,15,0.652
19324,Texas,TX,Henderson,Democrat,Hillary Clinton,1593,0.716
19326,Texas,TX,Hidalgo,Democrat,Hillary Clinton,40276,0.691
19328,Texas,TX,Hill,Democrat,Hillary Clinton,718,0.691
19330,Texas,TX,Hockley,Democrat,Hillary Clinton,183,0.583
19332,Texas,TX,Hood,Democrat,Hillary Clinton,928,0.626
19334,Texas,TX,Hopkins,Democrat,Hillary Clinton,628,0.668
19336,Texas,TX,Houston,Democrat,Hillary Clinton,464,0.8
19338,Texas,TX,Howard,Democrat,Hillary Clinton,350,0.635
19340,Texas,TX,Hudspeth,Democrat,Hillary Clinton,147,0.538
19342,Texas,TX,Hunt,Democrat,Hillary Clinton,1328,0.605
19344,Texas,TX,Hutchinson,Democrat,Hillary Clinton,153,0.565
19346,Texas,TX,Irion,Democrat,Hillary Clinton,28,0.651
19348,Texas,TX,Jack,Democrat,Hillary Clinton,87,0.621
19350,Texas,TX,Jackson,Democrat,Hillary Clinton,266,0.706
19352,Texas,TX,Jasper,Democrat,Hillary Clinton,932,0.756
19354,Texas,TX,Jeff Davis,Democrat,Hillary Clinton,140,0.496
19356,Texas,TX,Jefferson,Democrat,Hillary Clinton,16580,0.769
19358,Texas,TX,Jim Hogg,Democrat,Hillary Clinton,1421,0.75
19360,Texas,TX,Jim Wells,Democrat,Hillary Clinton,4688,0.716
19362,Texas,TX,Johnson,Democrat,Hillary Clinton,2270,0.585
19364,Texas,TX,Jones,Democrat,Hillary Clinton,173,0.634
19366,Texas,TX,Karnes,Democrat,Hillary Clinton,719,0.528
19368,Texas,TX,Kaufman,Democrat,Hillary Clinton,2229,0.697
19370,Texas,TX,Kendall,Democrat,Hillary Clinton,641,0.562
19372,Texas,TX,Kenedy,Democrat,Hillary Clinton,63,0.594
19374,Texas,TX,Kent,Democrat,Hillary Clinton,22,0.367
19376,Texas,TX,Kerr,Democrat,Hillary Clinton,1016,0.584
19378,Texas,TX,Kimble,Democrat,Hillary Clinton,29,0.446
19380,Texas,TX,King,Democrat,Hillary Clinton,2,0.667
19382,Texas,TX,Kinney,Democrat,Hillary Clinton,211,0.608
19384,Texas,TX,Kleberg,Democrat,Hillary Clinton,1738,0.707
19386,Texas,TX,Knox,Democrat,Hillary Clinton,68,0.716
19388,Texas,TX,La Salle,Democrat,Hillary Clinton,557,0.701
19390,Texas,TX,La Vaca,Democrat,Hillary Clinton,322,0.685
19392,Texas,TX,Lamar,Democrat,Hillary Clinton,923,0.693
19394,Texas,TX,Lamb,Democrat,Hillary Clinton,172,0.533
19396,Texas,TX,Lampasas,Democrat,Hillary Clinton,324,0.6
19398,Texas,TX,Lee,Democrat,Hillary Clinton,366,0.656
19400,Texas,TX,Leon,Democrat,Hillary Clinton,289,0.743
19402,Texas,TX,Liberty,Democrat,Hillary Clinton,1041,0.715
19404,Texas,TX,Limestone,Democrat,Hillary Clinton,592,0.791
19406,Texas,TX,Lipscomb,Democrat,Hillary Clinton,22,0.647
19408,Texas,TX,Live Oak,Democrat,Hillary Clinton,203,0.677
19410,Texas,TX,Llano,Democrat,Hillary Clinton,512,0.645
19412,Texas,TX,Loving,Democrat,Hillary Clinton,3,0.25
19414,Texas,TX,Lubbock,Democrat,Hillary Clinton,5767,0.574
19416,Texas,TX,Lynn,Democrat,Hillary Clinton,14,0.583
19418,Texas,TX,Madison,Democrat,Hillary Clinton,227,0.754
19420,Texas,TX,Marion,Democrat,Hillary Clinton,421,0.761
19422,Texas,TX,Martin,Democrat,Hillary Clinton,36,0.59
19424,Texas,TX,Mason,Democrat,Hillary Clinton,89,0.627
19426,Texas,TX,Matagorda,Democrat,Hillary Clinton,1088,0.742
19428,Texas,TX,Maverick,Democrat,Hillary Clinton,4342,0.695
19430,Texas,TX,McCulloch,Democrat,Hillary Clinton,93,0.664
19432,Texas,TX,McLennan,Democrat,Hillary Clinton,5531,0.67
19434,Texas,TX,McMullen,Democrat,Hillary Clinton,4,0.8
19436,Texas,TX,Medina,Democrat,Hillary Clinton,1070,0.698
19438,Texas,TX,Menard,Democrat,Hillary Clinton,23,0.561
19440,Texas,TX,Midland,Democrat,Hillary Clinton,1551,0.63
19442,Texas,TX,Milam,Democrat,Hillary Clinton,577,0.678
19444,Texas,TX,Mills,Democrat,Hillary Clinton,50,0.532
19446,Texas,TX,Mitchell,Democrat,Hillary Clinton,109,0.741
19448,Texas,TX,Montague,Democrat,Hillary Clinton,153,0.543
19450,Texas,TX,Montgomery,Democrat,Hillary Clinton,7540,0.595
19452,Texas,TX,Moore,Democrat,Hillary Clinton,149,0.598
19454,Texas,TX,Morris,Democrat,Hillary Clinton,461,0.733
19456,Texas,TX,Motley,Democrat,Hillary Clinton,13,0.684
19458,Texas,TX,Nacogdoches,Democrat,Hillary Clinton,1597,0.652
19460,Texas,TX,Navarro,Democrat,Hillary Clinton,955,0.725
19462,Texas,TX,Newton,Democrat,Hillary Clinton,605,0.462
19464,Texas,TX,Nolan,Democrat,Hillary Clinton,270,0.655
19466,Texas,TX,Nueces,Democrat,Hillary Clinton,15662,0.705
19468,Texas,TX,Ochiltree,Democrat,Hillary Clinton,35,0.53
19470,Texas,TX,Oldham,Democrat,Hillary Clinton,11,0.688
19472,Texas,TX,Orange,Democrat,Hillary Clinton,1852,0.681
19474,Texas,TX,Palo Pinto,Democrat,Hillary Clinton,361,0.595
19476,Texas,TX,Panola,Democrat,Hillary Clinton,559,0.801
19478,Texas,TX,Parker,Democrat,Hillary Clinton,1800,0.545
19480,Texas,TX,Parmer,Democrat,Hillary Clinton,82,0.726
19482,Texas,TX,Pecos,Democrat,Hillary Clinton,816,0.554
19484,Texas,TX,Polk,Democrat,Hillary Clinton,859,0.713
19486,Texas,TX,Potter,Democrat,Hillary Clinton,1490,0.566
19488,Texas,TX,Presidio,Democrat,Hillary Clinton,776,0.574
19490,Texas,TX,Rains,Democrat,Hillary Clinton,173,0.643
19492,Texas,TX,Randall,Democrat,Hillary Clinton,1586,0.511
19494,Texas,TX,Reagan,Democrat,Hillary Clinton,12,0.632
19496,Texas,TX,Real,Democrat,Hillary Clinton,28,0.538
19498,Texas,TX,Red River,Democrat,Hillary Clinton,377,0.79
19500,Texas,TX,Reeves,Democrat,Hillary Clinton,1128,0.596
19502,Texas,TX,Refugio,Democrat,Hillary Clinton,549,0.642
19504,Texas,TX,Roberts,Democrat,Hillary Clinton,3,0.6
19506,Texas,TX,Robertson,Democrat,Hillary Clinton,893,0.709
19508,Texas,TX,Rockwall,Democrat,Hillary Clinton,1722,0.596
19510,Texas,TX,Runnels,Democrat,Hillary Clinton,80,0.576
19512,Texas,TX,Rusk,Democrat,Hillary Clinton,1114,0.781
19514,Texas,TX,Sabine,Democrat,Hillary Clinton,192,0.664
19516,Texas,TX,San Augustine,Democrat,Hillary Clinton,366,0.83
19518,Texas,TX,San Jacinto,Democrat,Hillary Clinton,561,0.72
19520,Texas,TX,San Patricio,Democrat,Hillary Clinton,2633,0.732
19522,Texas,TX,San Saba,Democrat,Hillary Clinton,58,0.674
19524,Texas,TX,Schleicher,Democrat,Hillary Clinton,58,0.644
19526,Texas,TX,Scurry,Democrat,Hillary Clinton,154,0.616
